kk;pv;h;;"Ulkoilma
lämpöt.
°C";"Ulkoilma
absol.
kosteus
g/kg";"Ulkoilma
suht.
kosteus
%";"Ulkoilma
entalpia
kJ/kg";"Lämmitys
tiloissa
W";"Lämmitys
IV-kone
W";"Lämmitys
IV-kone
(ei LTO:ta)
W";"Jäähdytys
tiloissa
W";"Jäähdytys
tiloissa
(ei vapaajäähd.)
W";"Jäähdytys
IV-kone
W";"Puhallin-
sähkö
W";"Tuloilma-
virta
m³/s";IV-pyörimisnopeus
5;24;23;to;2,2;4,1;91,8;12,484;4161;0;0;0;0;0;1352;0,9;75
5;24;24;to;1,7;4;92,9;11,727;4896;0;0;0;0;0;1352;0,9;75
5;25;1;pe;1,1;3,8;92,2;10,618;7928;0;0;0;0;0;1352;0,9;75
5;25;2;pe;0,6;3,6;90,6;9,611;10245;0;0;0;0;0;1352;0,9;75
5;25;3;pe;0,6;3,4;85,6;9,111;11499;0;0;0;0;0;1352;0,9;75
5;25;4;pe;0;3,2;84,2;8,003;13407;0;0;0;0;0;1352;0,9;75
5;25;5;pe;0,6;3,2;80,6;8,61;11272;0;0;0;0;0;1352;0,9;75
5;25;6;pe;0,6;3,1;78,1;8,36;11826;0;0;0;0;0;1352;0,9;75
5;25;7;pe;1,1;3;72,9;8,616;11866;0;0;0;0;0;1352;0,9;75
5;25;8;pe;1,7;3;69,8;9,223;10891;0;0;0;0;0;1352;0,9;75
5;25;9;pe;2,2;3;67,3;9,728;10060;0;0;0;0;0;1352;0,9;75
5;25;10;pe;2,2;2,8;62,8;9,227;9251;0;0;0;0;0;1352;0,9;75
5;25;11;pe;2,8;2,7;58,1;9,583;7508;0;0;0;0;0;1352;0,9;75
5;25;12;pe;2,8;2,6;55,9;9,333;7044;0;0;0;0;0;1352;0,9;75
5;25;13;pe;2,8;2,6;55,9;9,333;6643;0;0;0;0;0;1352;0,9;75
5;25;14;pe;3,3;2,6;53,9;9,838;5220;0;0;0;0;0;1352;0,9;75
5;25;15;pe;3,3;2,6;53,9;9,838;4592;0;0;0;0;0;1352;0,9;75
5;25;16;pe;4,4;2,9;55,6;11,703;3156;0;0;0;0;0;1352;0,9;75
5;25;17;pe;3,3;2,9;60,1;10,59;5411;0;0;0;0;0;1352;0,9;75
5;25;18;pe;2,8;2,9;62,3;10,085;6830;0;0;0;0;0;1352;0,9;75
5;25;19;pe;2,2;3;67,3;9,728;8054;0;0;0;0;0;1352;0,9;75
5;25;20;pe;2,2;3;67,3;9,728;7665;0;0;0;0;0;1352;0,9;75
5;25;21;pe;1,7;3,1;72,1;9,473;9310;0;0;0;0;0;1352;0,9;75
5;25;22;pe;1,7;3,1;72,1;9,473;10033;0;0;0;0;0;1352;0,9;75
5;25;23;pe;1,1;3,1;75,3;8,866;12477;0;0;0;0;0;1352;0,9;75
5;25;24;pe;0,6;3,1;78,1;8,36;15012;0;0;0;0;0;1352;0,9;75
5;26;1;la;0,6;3,1;78,1;8,36;16070;0;0;0;0;0;1352;0,9;75
5;26;2;la;0,6;3,1;78,1;8,36;17035;0;0;0;0;0;1352;0,9;75
5;26;3;la;0;3,1;81,6;7,753;18871;0;0;0;0;0;1352;0,9;75
5;26;4;la;0;3,2;84,2;8,003;19672;0;0;0;0;0;1352;0,9;75
5;26;5;la;-0,6;3,4;93,5;7,896;21139;0;0;0;0;0;1352;0,9;75
5;26;6;la;-0,6;3,5;96,2;8,146;21783;0;0;0;0;0;1352;0,9;75
5;26;7;la;0;3,5;92,1;8,754;20615;0;0;0;0;0;1352;0,9;75
5;26;8;la;0,6;3,5;88,1;9,361;18510;0;0;0;0;0;1352;0,9;75
5;26;9;la;1,1;3,5;85;9,867;17103;0;0;0;0;0;1352;0,9;75
5;26;10;la;1,7;3,6;83,7;10,725;14922;0;0;0;0;0;1352;0,9;75
5;26;11;la;2,2;3,6;80,7;11,231;13799;0;0;0;0;0;1352;0,9;75
5;26;12;la;2,8;3,6;77,3;11,839;12531;0;0;0;0;0;1352;0,9;75
5;26;13;la;3,3;3,6;74,6;12,345;9559;0;0;0;0;0;1352;0,9;75
5;26;14;la;3,9;3,6;71,5;12,953;6392;0;0;0;0;0;1352;0,9;75
5;26;15;la;4,4;3,6;69;13,459;6054;0;0;0;0;0;1352;0,9;75
5;26;16;la;5;3,7;67,9;14,318;4497;0;0;0;0;0;1352;0,9;75
5;26;17;la;5,6;3,8;66,9;15,177;2977;0;0;0;0;0;1352;0,9;75
5;26;18;la;5;3,5;64,3;13,816;3630;0;0;0;0;0;1352;0,9;75
5;26;19;la;3,9;3,7;73,4;13,204;5897;0;0;0;0;0;1352;0,9;75
5;26;20;la;2,8;3,9;83,7;12,591;8413;0;0;0;0;0;1352;0,9;75
5;26;21;la;1,1;4;97;11,119;11805;0;0;0;0;0;1352;0,9;75
5;26;22;la;1,1;3,9;94,6;10,868;12354;0;0;0;0;0;1352;0,9;75
5;26;23;la;0,6;3,7;93,1;9,861;14893;0;0;0;0;0;1352;0,9;75
5;26;24;la;0,6;3,6;90,6;9,611;16255;0;0;0;0;0;1352;0,9;75
5;27;1;su;0;3,4;89,5;8,503;18082;0;0;0;0;0;1352;0,9;75
5;27;2;su;-0,6;3,2;88;7,396;19924;0;0;0;0;0;1352;0,9;75
5;27;3;su;-1,1;3;85,7;6,39;21693;0;0;0;0;0;1352;0,9;75
5;27;4;su;-1,1;2,9;82,8;6,14;22368;0;0;0;0;0;1352;0,9;75
5;27;5;su;-1,1;2,8;80;5,891;22523;0;0;0;0;0;1352;0,9;75
5;27;6;su;-1,1;2,6;74,3;5,391;22789;0;0;0;0;0;1352;0,9;75
5;27;7;su;-0,6;2,7;74,3;6,146;22229;0;0;0;0;0;1352;0,9;75
5;27;8;su;0;2,7;71,1;6,753;21496;0;0;0;0;0;1352;0,9;75
5;27;9;su;0,6;2,8;70,6;7,61;20734;0;0;0;0;0;1352;0,9;75
5;27;10;su;1,1;2,6;63,2;7,614;19548;0;0;0;0;0;1352;0,9;75
5;27;11;su;1,7;2,5;58,2;7,971;16535;0;0;0;0;0;1352;0,9;75
5;27;12;su;2,8;2,3;49,5;8,581;11535;0;0;0;0;0;1352;0,9;75
5;27;13;su;3,3;2,3;47,7;9,086;7853;0;0;0;0;0;1352;0,9;75
5;27;14;su;3,9;2,3;45,7;9,692;5107;0;0;0;0;0;1352;0,9;75
5;27;15;su;5;2,3;42,3;10,804;2340;0;0;0;0;0;1352;0,9;75
5;27;16;su;6,1;2,9;49,4;13,422;1584;0;0;0;0;0;1352;0,9;75
5;27;17;su;5;3;55,2;12,561;2382;0;0;0;0;0;1352;0,9;75
5;27;18;su;3,3;3,1;64,3;11,092;3532;0;0;0;0;0;1352;0,9;75
5;27;19;su;3,3;3,1;64,3;11,092;5121;0;0;0;0;0;1352;0,9;75
5;27;20;su;2,8;3,1;66,6;10,586;5063;0;0;0;0;0;1352;0,9;75
5;27;21;su;2,8;3,1;66,6;10,586;5756;0;0;0;0;0;1352;0,9;75
5;27;22;su;1,7;3,1;72,1;9,473;8498;0;0;0;0;0;1352;0,9;75
5;27;23;su;1,1;3;72,9;8,616;11095;0;0;0;0;0;1352;0,9;75
5;27;24;su;0;3;79;7,503;14630;0;0;0;0;0;1352;0,9;75
5;28;1;ma;-0,6;3;82,6;6,896;16681;0;0;0;0;0;1352;0,9;75
5;28;2;ma;-1,7;2,9;86,6;5,534;19561;0;0;0;0;0;1352;0,9;75
5;28;3;ma;-1,7;3,1;92,5;6,033;20604;0;0;0;0;0;1352;0,9;75
5;28;4;ma;-1,1;3,2;91,3;6,89;20486;0;0;0;0;0;1352;0,9;75
5;28;5;ma;-0,6;3,3;90,8;7,646;19715;0;0;0;0;0;1352;0,9;75
5;28;6;ma;0;3,4;89,5;8,503;18962;0;0;0;0;0;1352;0,9;75
5;28;7;ma;0,6;3,2;80,6;8,61;18052;0;0;0;0;0;1352;0,9;75
5;28;8;ma;1,7;3,1;72,1;9,473;15656;0;0;0;0;0;1352;0,9;75
5;28;9;ma;2,2;2,9;65,1;9,478;13408;0;0;0;0;0;1352;0,9;75
5;28;10;ma;2,2;2,8;62,8;9,227;13674;0;0;0;0;0;1352;0,9;75
5;28;11;ma;2,8;2,7;58,1;9,583;13336;0;0;0;0;0;1352;0,9;75
5;28;12;ma;2,8;2,6;55,9;9,333;12246;0;0;0;0;0;1352;0,9;75
5;28;13;ma;3,9;2,6;51,7;10,445;8453;0;0;0;0;0;1352;0,9;75
5;28;14;ma;5;2,6;47,8;11,557;3585;0;0;0;0;0;1352;0,9;75
5;28;15;ma;6,1;2,6;44,3;12,669;1454;0;0;0;0;0;1352;0,9;75
5;28;16;ma;6,7;2,9;47,4;14,029;1459;0;0;0;0;0;1352;0,9;75
5;28;17;ma;5,6;2,8;49,4;12,665;2057;0;0;0;0;0;1352;0,9;75
5;28;18;ma;5;2,8;51,5;12,059;3051;0;0;0;0;0;1352;0,9;75
5;28;19;ma;4,4;2,9;55,6;11,703;3303;0;0;0;0;0;1352;0,9;75
5;28;20;ma;4,4;3;57,5;11,954;1933;0;0;0;0;0;1352;0,9;75
5;28;21;ma;4,4;3;57,5;11,954;2500;0;0;0;0;0;1352;0,9;75
5;28;22;ma;3,3;3,3;68,4;11,593;7318;0;0;0;0;0;1352;0,9;75
5;28;23;ma;2,8;3,6;77,3;11,839;9441;0;0;0;0;0;1352;0,9;75
5;28;24;ma;1,7;3,9;90,6;11,476;12311;0;0;0;0;0;1352;0,9;75
5;29;1;ti;1,1;3,8;92,2;10,618;14200;0;0;0;0;0;1352;0,9;75
5;29;2;ti;0,6;3,7;93,1;9,861;16038;0;0;0;0;0;1352;0,9;75
5;29;3;ti;-0,6;3,6;99;8,396;18699;0;0;0;0;0;1352;0,9;75
5;29;4;ti;-1,1;3,4;97;7,39;20411;0;0;0;0;0;1352;0,9;75
5;29;5;ti;0;3,7;97,3;9,254;19204;0;0;0;0;0;1352;0,9;75
5;29;6;ti;0,6;4;100;10,612;18600;0;0;0;0;0;1352;0,9;75
5;29;7;ti;1,7;3,8;88,3;11,226;16542;0;0;0;0;0;1352;0,9;75
5;29;8;ti;2,8;3,7;79,4;12,09;14345;0;0;0;0;0;1352;0,9;75
5;29;9;ti;3,3;3,4;70,5;11,844;11742;0;0;0;0;0;1352;0,9;75
5;29;10;ti;4,4;3,5;67,1;13,208;8244;0;0;0;0;0;1352;0,9;75
5;29;11;ti;5;3,4;62,5;13,565;4119;0;0;0;0;0;1352;0,9;75
5;29;12;ti;6,1;3,4;57,8;14,678;1227;0;0;0;0;0;1352;0,9;75
5;29;13;ti;5,6;3,2;56,4;13,67;1808;0;0;0;0;0;1352;0,9;75
5;29;14;ti;5;3;55,2;12,561;2464;0;0;0;0;0;1352;0,9;75
5;29;15;ti;4,4;2,8;53,7;11,452;2006;0;0;0;0;0;1352;0,9;75
5;29;16;ti;5,6;2,8;49,4;12,665;877;0;0;0;0;0;1352;0,9;75
5;29;17;ti;6,7;2,7;44,1;13,526;689;0;0;0;0;0;1352;0,9;75
5;29;18;ti;7,2;2,7;42,6;14,032;0;0;0;0;0;0;1352;0,9;75
5;29;19;ti;7,8;2,9;43,9;15,142;0;0;0;0;0;0;1352;0,9;75
5;29;20;ti;7,2;2,9;45,7;14,535;0;0;0;0;0;0;1352;0,9;75
5;29;21;ti;6,7;2,9;47,4;14,029;103;0;0;0;0;0;1352;0,9;75
5;29;22;ti;4,4;3,1;59,4;12,205;1403;0;0;0;0;0;1352;0,9;75
5;29;23;ti;2,2;3,3;74;10,48;3549;0;0;0;0;0;1352;0,9;75
5;29;24;ti;0;3,3;86,8;8,253;11427;0;0;0;0;0;1352;0,9;75
5;30;1;ke;-0,6;3,2;88;7,396;13638;0;0;0;0;0;1352;0,9;75
5;30;2;ke;-1,7;3,2;95,5;6,283;16573;0;0;0;0;0;1352;0,9;75
5;30;3;ke;-0,6;3,5;96,2;8,146;15884;0;0;0;0;0;1352;0,9;75
5;30;4;ke;0,6;3,5;88,1;9,361;14879;0;0;0;0;0;1352;0,9;75
5;30;5;ke;1,7;3,4;79;10,224;12716;0;0;0;0;0;1352;0,9;75
5;30;6;ke;2,8;3,2;68,8;10,837;10554;0;0;0;0;0;1352;0,9;75
5;30;7;ke;4,4;3,2;61,4;12,456;8826;0;0;0;0;0;1352;0,9;75
5;30;8;ke;5,6;3,1;54,6;13,419;6498;0;0;0;0;0;1352;0,9;75
5;30;9;ke;7,2;3;47,3;14,786;1275;0;0;0;0;0;1352;0,9;75
5;30;10;ke;8,3;2,9;42,4;15,647;0;0;0;0;0;0;1352;0,9;75
5;30;11;ke;8,9;2,8;39,3;16,002;0;0;0;0;0;0;1352;0,9;75
5;30;12;ke;10;2,7;35,2;16,863;0;0;0;0;0;0;1352;0,9;75
5;30;13;ke;11,7;3;34,9;19,338;0;0;0;0;0;0;1352;0,9;75
5;30;14;ke;10,6;2,9;36,3;17,973;0;0;0;0;0;0;1352;0,9;75
5;30;15;ke;9,4;2,8;38;16,508;0;0;0;0;0;0;1352;0,9;75
5;30;16;ke;9,4;2,8;38;16,508;0;0;0;0;0;0;1352;0,9;75
5;30;17;ke;9,4;2,7;36,7;16,256;0;0;0;0;0;0;1352;0,9;75
5;30;18;ke;10;2,7;35,2;16,863;0;0;0;0;0;0;1352;0,9;75
5;30;19;ke;10;2,8;36,5;17,115;0;0;0;0;0;0;1352;0,9;75
5;30;20;ke;9,4;2,9;39,4;16,76;0;0;0;0;0;0;1352;0,9;75
5;30;21;ke;9,4;3;40,7;17,012;0;0;0;0;0;0;1352;0,9;75
5;30;22;ke;8,3;3,2;46,8;16,402;0;0;0;0;0;0;1352;0,9;75
5;30;23;ke;7,8;3,4;51,4;16,399;0;0;0;0;0;0;1352;0,9;75
5;30;24;ke;6,7;3,6;58,7;15,788;0;0;0;0;0;0;1352;0,9;75
5;31;1;to;5,6;3,7;65,1;14,926;560;0;0;0;0;0;1352;0,9;75
5;31;2;to;5;3,9;71,6;14,82;1238;0;0;0;0;0;1352;0,9;75
5;31;3;to;4,4;4;76,6;14,463;1857;0;0;0;0;0;1352;0,9;75
5;31;4;to;3,3;3,7;76,6;12,596;2820;0;0;0;0;0;1352;0,9;75
5;31;5;to;3,9;3,7;73,4;13,204;2047;0;0;0;0;0;1352;0,9;75
5;31;6;to;4,4;3,7;70,9;13,71;1852;0;0;0;0;0;1352;0,9;75
5;31;7;to;5;3,7;67,9;14,318;1642;0;0;0;0;0;1352;0,9;75
5;31;8;to;5,6;3,7;65,1;14,926;1217;0;0;0;0;0;1352;0,9;75
5;31;9;to;5,6;3,7;65,1;14,926;1380;0;0;0;0;0;1352;0,9;75
5;31;10;to;6,1;4,1;69,7;16,437;1250;0;0;0;0;0;1352;0,9;75
5;31;11;to;6,1;4,4;74,7;17,191;1299;0;0;0;0;0;1352;0,9;75
5;31;12;to;6,7;4,8;78,1;18,804;961;0;0;0;0;0;1352;0,9;75
5;31;13;to;7,8;4,5;67,9;19,166;0;0;0;0;0;0;1352;0,9;75
5;31;14;to;8,9;4,1;57,5;19,275;0;0;0;0;0;0;1352;0,9;75
5;31;15;to;10,6;3,7;46,3;19,99;0;0;0;0;0;0;1352;0,9;75
5;31;16;to;11,1;4,1;49,5;21,505;0;0;0;0;0;0;1352;0,9;75
5;31;17;to;11,7;4,6;53,4;23,374;0;0;0;0;0;0;1352;0,9;75
5;31;18;to;10,6;4,6;57,4;22,258;0;0;0;0;0;0;1352;0,9;75
5;31;19;to;10,6;4,7;58,7;22,51;0;0;0;0;0;0;1352;0,9;75
5;31;20;to;10,6;4,8;59,9;22,763;0;0;0;0;0;0;1352;0,9;75
5;31;21;to;10,6;5;62,4;23,267;0;0;0;0;0;0;1352;0,9;75
5;31;22;to;10;5,3;68,8;23,413;0;0;0;0;0;0;1352;0,9;75
5;31;23;to;9,4;5,5;74,3;23,308;0;0;0;0;0;0;1352;0,9;75
5;31;24;to;8,9;5,8;81,1;23,555;0;0;0;0;0;0;1352;0,9;75
6;1;1;pe;8,3;5,7;83;22,693;0;0;0;0;0;0;1352;0,9;75
6;1;2;pe;7,8;5,5;82,9;21,682;50;0;0;0;0;0;1352;0,9;75
6;1;3;pe;7,2;5,1;80,2;20,066;622;0;0;0;0;0;1352;0,9;75
6;1;4;pe;7,2;4,7;73,9;19,061;793;0;0;0;0;0;1352;0,9;75
6;1;5;pe;6,7;4,2;68,4;17,296;322;0;0;0;0;0;1352;0,9;75
6;1;6;pe;6,1;3,8;64,6;15,683;733;0;0;0;0;0;1352;0,9;75
6;1;7;pe;5,6;3,2;56,4;13,67;1257;0;0;0;0;0;1352;0,9;75
6;1;8;pe;6,1;3;51,1;13,673;840;0;0;0;0;0;1352;0,9;75
6;1;9;pe;6,7;2,6;42,5;13,275;46;0;0;0;0;0;1352;0,9;75
6;1;10;pe;7,8;2,7;40,9;14,638;0;0;0;0;0;0;1352;0,9;75
6;1;11;pe;8,3;2,8;41;15,396;0;0;0;0;0;0;1352;0,9;75
6;1;12;pe;9,4;2,9;39,4;16,76;0;0;0;0;0;0;1352;0,9;75
6;1;13;pe;10;2,8;36,5;17,115;0;0;0;0;0;0;1352;0,9;75
6;1;14;pe;10,6;2,6;32,6;17,217;0;0;0;0;0;0;1352;0,9;75
6;1;15;pe;11,1;2,5;30,3;17,47;0;0;0;0;0;0;1352;0,9;75
6;1;16;pe;12,8;2,8;30,3;19,946;0;0;0;0;0;0;1352;0,9;75
6;1;17;pe;11,7;2,6;30,3;18,329;0;0;0;0;0;0;1352;0,9;75
6;1;18;pe;11,1;2,5;30,3;17,47;0;0;0;0;0;0;1352;0,9;75
6;1;19;pe;11,1;2,6;31,5;17,723;0;0;0;0;0;0;1352;0,9;75
6;1;20;pe;11,1;2,6;31,5;17,723;0;0;0;0;0;0;1352;0,9;75
6;1;21;pe;10,6;2,6;32,6;17,217;0;0;0;0;0;0;1352;0,9;75
6;1;22;pe;8,3;3,4;49,7;16,905;0;0;0;0;0;0;1352;0,9;75
6;1;23;pe;6,1;3,9;66,3;15,935;0;0;0;0;0;0;1352;0,9;75
6;1;24;pe;3,9;4,1;81,3;14,207;0;0;0;0;0;0;1352;0,9;75
6;2;1;la;1,7;3,7;86;10,976;0;0;0;0;0;0;1352;0,9;75
6;2;2;la;-0,6;3,3;90,8;7,646;2240;0;0;0;0;0;1352;0,9;75
6;2;3;la;-0,6;3,6;99;8,396;2749;0;0;0;0;0;1352;0,9;75
6;2;4;la;1,7;3,8;88,3;11,226;1597;0;0;0;0;0;1352;0,9;75
6;2;5;la;3,3;4;82,8;13,348;0;0;0;0;0;0;1352;0,9;75
6;2;6;la;5;4,2;77,1;15,573;0;0;0;0;0;0;1352;0,9;75
6;2;7;la;7,8;4,1;61,9;18,16;0;0;0;0;0;0;1352;0,9;75
6;2;8;la;10;3,8;49,4;19,634;0;0;0;0;0;0;1352;0,9;75
6;2;9;la;12,2;3,3;37,1;20,601;0;0;0;0;0;0;1352;0,9;75
6;2;10;la;12,8;3,2;34,6;20,956;0;0;0;0;0;0;1352;0,9;75
6;2;11;la;13,3;3,1;32,4;21,209;0;0;0;0;0;0;1352;0,9;75
6;2;12;la;14,4;2,9;28,2;21,817;0;0;0;0;0;0;1352;0,9;75
6;2;13;la;15;3,1;29;22,929;0;0;0;0;0;0;1352;0,9;75
6;2;14;la;15,6;3,2;28,8;23,789;0;0;0;0;0;0;1352;0,9;75
6;2;15;la;16,7;3,3;27,7;25,155;0;0;0;0;0;0;1352;0,9;75
6;2;16;la;17,2;3,6;29,3;26,421;0;0;0;0;0;0;1352;0,9;75
6;2;17;la;17,8;4;31,3;28,043;0;0;0;0;0;0;1352;0,9;75
6;2;18;la;16,7;3,8;31,9;26,421;0;0;0;0;0;0;1352;0,9;75
6;2;19;la;16,7;3,9;32,7;26,675;0;0;0;0;0;0;1352;0,9;75
6;2;20;la;16,7;4,1;34,4;27,181;0;0;0;0;0;0;1352;0,9;75
6;2;21;la;16,7;4,2;35,2;27,434;0;0;0;0;0;0;1352;0,9;75
6;2;22;la;15;4,6;43;26,722;0;0;0;0;0;0;1352;0,9;75
6;2;23;la;13,9;4,9;49,1;26,364;0;0;0;0;0;0;1352;0,9;75
6;2;24;la;12,2;5,1;57,2;25,143;0;0;0;0;0;0;1352;0,9;75
6;3;1;su;11,1;5,1;61,5;24,026;0;0;0;0;0;0;1352;0,9;75
6;3;2;su;10;5,2;67,5;23,161;0;0;0;0;0;0;1352;0,9;75
6;3;3;su;8,9;5,2;72,7;22,044;0;0;0;0;0;0;1352;0,9;75
6;3;4;su;8,9;5,1;71,3;21,792;0;0;0;0;0;0;1352;0,9;75
6;3;5;su;8,9;5,1;71,3;21,792;0;0;0;0;0;0;1352;0,9;75
6;3;6;su;9,4;5,1;69;22,3;0;0;0;0;0;0;1352;0,9;75
6;3;7;su;10;5,2;67,5;23,161;0;0;0;0;0;0;1352;0,9;75
6;3;8;su;10,6;5,4;67,3;24,275;0;0;0;0;0;0;1352;0,9;75
6;3;9;su;11,7;5,5;63,7;25,645;0;0;0;0;0;0;1352;0,9;75
6;3;10;su;12,8;5,8;62,4;27,52;0;0;0;0;0;0;1352;0,9;75
6;3;11;su;13,9;5,9;59,1;28,891;0;0;0;0;0;0;1352;0,9;75
6;3;12;su;15,6;6,1;54,7;31,126;0;0;0;0;0;0;1352;0,9;75
6;3;13;su;17,8;7,5;58,3;36,911;0;0;0;0;0;0;1352;0,9;75
6;3;14;su;16,1;7,3;63,3;34,671;0;0;0;0;0;0;1352;0,9;75
6;3;15;su;15;7;65,1;32,791;0;0;0;0;0;0;1352;0,9;75
6;3;16;su;13,9;7,2;71,9;32,176;0;0;0;0;0;0;1352;0,9;75
6;3;17;su;12,8;7,4;79,4;31,559;0;0;0;0;0;0;1352;0,9;75
6;3;18;su;11,7;7,4;85,4;30,438;0;0;0;0;0;0;1352;0,9;75
6;3;19;su;11,1;7,4;88,9;29,826;0;0;0;0;0;0;1352;0,9;75
6;3;20;su;11,1;7,4;88,9;29,826;0;0;0;0;0;0;1352;0,9;75
6;3;21;su;10,6;7,4;92;29,316;0;0;0;0;0;0;1352;0,9;75
6;3;22;su;10,6;7,6;94,4;29,82;0;0;0;0;0;0;1352;0,9;75
6;3;23;su;10;7,5;97;28,956;0;0;0;0;0;0;1352;0,9;75
6;3;24;su;9,4;7,4;99,7;28,092;0;0;0;0;0;0;1352;0,9;75
6;4;1;ma;9,4;7,3;98,4;27,841;0;0;0;0;0;0;1352;0,9;75
6;4;2;ma;9,4;7,2;97;27,589;0;0;0;0;0;0;1352;0,9;75
6;4;3;ma;8,9;7,2;100;27,079;0;0;0;0;0;0;1352;0,9;75
6;4;4;ma;8,3;7;100;25,964;0;0;0;0;0;0;1352;0,9;75
6;4;5;ma;8,3;6,9;100;25,713;0;0;0;0;0;0;1352;0,9;75
6;4;6;ma;8,3;6,8;98,8;25,461;0;0;0;0;0;0;1352;0,9;75
6;4;7;ma;7,2;6,3;98,8;23,083;0;0;0;0;0;0;1352;0,9;75
6;4;8;ma;6,7;5,8;94,3;21,318;0;0;0;0;0;0;1352;0,9;75
6;4;9;ma;5,6;5,3;93,1;18,944;0;0;0;0;0;0;1352;0,9;75
6;4;10;ma;5;4,9;89,8;17,33;0;0;0;0;0;0;1352;0,9;75
6;4;11;ma;4,4;4,6;88;15,968;0;0;0;0;0;0;1352;0,9;75
6;4;12;ma;5,6;4,7;82,6;17,437;0;0;0;0;0;0;1352;0,9;75
6;4;13;ma;5,6;4,9;86,1;17,939;0;0;0;0;0;0;1352;0,9;75
6;4;14;ma;5,6;5,2;91,3;18,693;0;0;0;0;0;0;1352;0,9;75
6;4;15;ma;5,6;5,4;94,8;19,195;0;0;0;0;0;0;1352;0,9;75
6;4;16;ma;6,1;5,4;91,6;19,703;0;0;0;0;0;0;1352;0,9;75
6;4;17;ma;6,7;5,4;87,8;20,313;0;0;0;0;0;0;1352;0,9;75
6;4;18;ma;6,7;5,3;86,2;20,061;0;0;0;0;0;0;1352;0,9;75
6;4;19;ma;6,1;5,2;88,2;19,2;0;0;0;0;0;0;1352;0,9;75
6;4;20;ma;6,1;5;84,8;18,698;0;0;0;0;0;0;1352;0,9;75
6;4;21;ma;5,6;4,9;86,1;17,939;0;0;0;0;0;0;1352;0,9;75
6;4;22;ma;5;4,7;86,2;16,828;0;0;0;0;0;0;1352;0,9;75
6;4;23;ma;5;4,6;84,4;16,577;224;0;0;0;0;0;1352;0,9;75
6;4;24;ma;5;4,4;80,7;16,075;724;0;0;0;0;0;1352;0,9;75
6;5;1;ti;3,9;4,1;81,3;14,207;1815;0;0;0;0;0;1352;0,9;75
6;5;2;ti;2,8;3,8;81,6;12,34;2919;0;0;0;0;0;1352;0,9;75
6;5;3;ti;1,7;3,6;83,7;10,725;4001;0;0;0;0;0;1352;0,9;75
6;5;4;ti;1,1;3,2;77,7;9,116;4683;0;0;0;0;0;1352;0,9;75
6;5;5;ti;2,2;3,3;74;10,48;3743;0;0;0;0;0;1352;0,9;75
6;5;6;ti;3,3;3,3;68,4;11,593;2929;0;0;0;0;0;1352;0,9;75
6;5;7;ti;3,9;3,3;65,5;12,201;2928;0;0;0;0;0;1352;0,9;75
6;5;8;ti;4,4;3,3;63,3;12,707;2436;0;0;0;0;0;1352;0,9;75
6;5;9;ti;5;3,2;58,8;13,063;1820;0;0;0;0;0;1352;0,9;75
6;5;10;ti;4,4;3,6;69;13,459;2301;0;0;0;0;0;1352;0,9;75
6;5;11;ti;4,4;3,9;74,7;14,212;2494;0;0;0;0;0;1352;0,9;75
6;5;12;ti;4,4;4,2;80,4;14,965;2145;0;0;0;0;0;1352;0,9;75
6;5;13;ti;5;4,5;82,5;16,326;1174;0;0;0;0;0;1352;0,9;75
6;5;14;ti;5,6;4,8;84,4;17,688;613;0;0;0;0;0;1352;0,9;75
6;5;15;ti;6,1;5,1;86,5;18,949;291;0;0;0;0;0;1352;0,9;75
6;5;16;ti;6,7;5,2;84,6;19,81;0;0;0;0;0;0;1352;0,9;75
6;5;17;ti;7,8;5,3;79,9;21,179;0;0;0;0;0;0;1352;0,9;75
6;5;18;ti;6,1;4,3;73;16,939;361;0;0;0;0;0;1352;0,9;75
6;5;19;ti;5,6;4,4;77,4;16,684;817;0;0;0;0;0;1352;0,9;75
6;5;20;ti;5,6;4,5;79,1;16,935;891;0;0;0;0;0;1352;0,9;75
6;5;21;ti;5;4,6;84,4;16,577;1002;0;0;0;0;0;1352;0,9;75
6;5;22;ti;5;4,2;77,1;15,573;1399;0;0;0;0;0;1352;0,9;75
6;5;23;ti;4,4;3,8;72,8;13,961;2068;0;0;0;0;0;1352;0,9;75
6;5;24;ti;4,4;3,3;63,3;12,707;2602;0;0;0;0;0;1352;0,9;75
6;6;1;ke;3,9;3,3;65,5;12,201;3254;0;0;0;0;0;1352;0,9;75
6;6;2;ke;3,3;3,3;68,4;11,593;3910;0;0;0;0;0;1352;0,9;75
6;6;3;ke;3,3;3,3;68,4;11,593;4172;0;0;0;0;0;1352;0,9;75
6;6;4;ke;2,8;3,2;68,8;10,837;4792;0;0;0;0;0;1352;0,9;75
6;6;5;ke;3,3;3,2;66,3;11,343;4473;0;0;0;0;0;1352;0,9;75
6;6;6;ke;3,3;3,2;66,3;11,343;4610;0;0;0;0;0;1352;0,9;75
6;6;7;ke;3,3;3,2;66,3;11,343;4737;0;0;0;0;0;1352;0,9;75
6;6;8;ke;3,9;3,2;63,6;11,95;4443;0;0;0;0;0;1352;0,9;75
6;6;9;ke;3,9;3,2;63,6;11,95;4454;0;0;0;0;0;1352;0,9;75
6;6;10;ke;4,4;3,2;61,4;12,456;3996;0;0;0;0;0;1352;0,9;75
6;6;11;ke;5;3,3;60,6;13,314;3337;0;0;0;0;0;1352;0,9;75
